Name,Price,Spread,RollLong,RollShort,PIP,PIPCost,MarginCost,MarketOpen-Closing TimeOfDay,MinimumVolume,Commission,DukasSymbol,Leverage,Lotsize,Base,Quote,Country,Group,Description
WBS.US_USD,54.224,0.322,0,0,0.01,0,0,unknown,1,0,WBSUSUSD,10,1,WBS.US,USD, US, STK_CASH, WEBSTER FINANCIAL CORP
3968.HK_HKD,38.246,0.058,0,0,0.01,0,0,Asia/Hong_Kong:09.20-16.00,1,0,3968HKHKD,10,1,3968.HK,HKD, HK, STK_CASH, China Merchants Bank Co Ltd
MET.US_USD,78.737,0.356,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,METUSUSD,10,1,MET.US,USD, US, STK_CASH, METLIFE INC
VIS.ES_EUR,59.492,0.116,0,0,0.01,0,0,Europe/Madrid:09.00-17.30,1,0,VISESEUR,10,1,VIS.ES,EUR, ES, STK_CASH, Viscofan SA
TPK.GB_GBX,719.693,1.521,0,0,0.01,0,0,Europe/London:08.00-16.30,1,0,TPKGBGBX,10,1,TPK.GB,GBX, GB, STK_CASH, Travis Perkins PLC
CHD.US_USD,105.605,0.52,0,0,0.01,0,0,unknown,1,0,CHDUSUSD,10,1,CHD.US,USD, US, STK_CASH, CHURCH & DWIGHT CO INC
SOON.CH_CHF,296.676,0.17,0,0,0.01,0,0,Europe/Zurich:09.00-17.30,1,0,SOONCHCHF,10,1,SOON.CH,CHF, CH, STK_CASH, Sonova Holding AG
GIS.US_USD,63.857,0.106,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,GISUSUSD,10,1,GIS.US,USD, US, STK_CASH, GENERAL MILLS INC
RMG.GB_GBX,361.442,0.369,0,0,0.01,0,0,Europe/London:08.00-16.30,1,0,RMGGBGBX,10,1,RMG.GB,GBX, GB, STK_CASH, Royal Mail PLC / International Distributions Services PLC
BOSS.DE_EUR,41.276,0.118,0,0,0.01,0,0,Europe/Berlin:09.00-17.30,1,0,BOSSDEEUR,10,1,BOSS.DE,EUR, DE, STK_CASH, HUGO BOSS AG
7269.JP_JPY,1789.3,1.9,0,0,1,0,0,Asia/Tokyo:09.00-15.00,1,0,7269JPJPY,10,1,7269.JP,JPY, JP, STK_CASH, Suzuki Motor Corp
LNC.US_USD,30.535,0.02,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,LNCUSUSD,10,1,LNC.US,USD, US, STK_CASH, LINCOLN NATIONAL CORP
LDO.IT_EUR,25.839,0.012,0,0,0.01,0,0,unknown,1,0,LDOITEUR,10,1,LDO.IT,EUR, IT, STK_CASH, Leonardo Spa
8035.JP_JPY,23881.5,29,0,0,1,0,0,Asia/Tokyo:09.00-15.00,1,0,8035JPJPY,10,1,8035.JP,JPY, JP, STK_CASH, Tokyo Electron Ltd
6503.JP_JPY,2631.2,4.9,0,0,1,0,0,Asia/Tokyo:09.00-15.00,1,0,6503JPJPY,10,1,6503.JP,JPY, JP, STK_CASH, Mitsubishi Electric Corp
PODD.US_USD,255.664,1.152,0,0,0.01,0,0,unknown,1,0,PODDUSUSD,10,1,PODD.US,USD, US, STK_CASH, INSULET CORP
SYF.US_USD,63.559,0.032,0,0,0.01,0,0,unknown,1,0,SYFUSUSD,10,1,SYF.US,USD, US, STK_CASH, SYNCHRONY FINANCIAL
UMI.BE_EUR,9.883,0.056,0,0,0.01,0,0,Europe/Brussels:08.00-16.30,1,0,UMIBEEUR,10,1,UMI.BE,EUR, BE, STK_CASH, Umicore SA
SSNC.US_USD,73.674,0.272,0,0,0.01,0,0,unknown,1,0,SSNCUSUSD,10,1,SSNC.US,USD, US, STK_CASH, SS&C TECHNOLOGIES HOLDINGS
TEL.US_USD,144.14,0.64,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,TELUSUSD,10,1,TEL.US,USD, US, STK_CASH, TE CONNECTIVITY LTD
LHX.US_USD,213.203,0.194,0,0,0.01,0,0,unknown,1,0,LHXUSUSD,10,1,LHX.US,USD, US, STK_CASH, L3HARRIS TECHNOLOGIES INC
ADI.US_USD,207.616,0.498,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,ADIUSUSD,10,1,ADI.US,USD, US, STK_CASH, ANALOG DEVICES INC
MDLZ.US_USD,59.966,0.028,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,MDLZUSUSD,10,1,MDLZ.US,USD, US, STK_CASH, MONDELEZ INTERNATIONAL INC-A
PINFRA.MX_MXN,178.667,0.086,0,0,0.01,0,0,unknown,100,0,PINFRAMXMXN,5,1,PINFRA.MX,MXN, MX, STK_CASH, Promotora Y Operadora DE INF
HIK.GB_GBX,1922.949,2.102,0,0,0.01,0,0,unknown,1,0,HIKGBGBX,10,1,HIK.GB,GBX, GB, STK_CASH, HIKMA PHARMACEUTICALS PLC
OC.US_USD,174.362,0.186,0,0,0.01,0,0,unknown,1,0,OCUSUSD,10,1,OC.US,USD, US, STK_CASH, OWENS CORNING
TXN.US_USD,184.857,0.176,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,TXNUSUSD,10,1,TXN.US,USD, US, STK_CASH, TEXAS INSTRUMENTS INC
EOG.US_USD,119.376,0.708,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,EOGUSUSD,10,1,EOG.US,USD, US, STK_CASH, EOG RESOURCES INC
XPO.US_USD,147.405,0.91,0,0,0.01,0,0,unknown,1,0,XPOUSUSD,10,1,XPO.US,USD, US, STK_CASH, XPO LOGISTICS INC
DHR.US_USD,227.517,0.796,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,DHRUSUSD,10,1,DHR.US,USD, US, STK_CASH, DANAHER CORP
MOH.US_USD,295.91,2.05,0,0,0.01,0,0,unknown,1,0,MOHUSUSD,10,1,MOH.US,USD, US, STK_CASH, MOLINA HEALTHCARE INC
BAYN.DE_EUR,19.169,0.036,0,0,0.01,0,0,Europe/Berlin:09.00-17.30,1,0,BAYNDEEUR,10,1,BAYN.DE,EUR, DE, STK_CASH, Bayer AG
BRE.IT_EUR,9.059,0.022,0,0,0.01,0,0,unknown,1,0,BREITEUR,10,1,BRE.IT,EUR, IT, STK_CASH, Brembo Spa
SJM.US_USD,110.156,0.178,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,SJMUSUSD,10,1,SJM.US,USD, US, STK_CASH, JM SMUCKER CO/THE
ZS.US_USD,185.502,1.146,0,0,0.01,0,0,unknown,1,0,ZSUSUSD,10,1,ZS.US,USD, US, STK_CASH, ZSCALER INC
SWKS.US_USD,88.475,0.5,0,0,0.01,0,0,unknown,1,0,SWKSUSUSD,10,1,SWKS.US,USD, US, STK_CASH, SKYWORKS SOLUTIONS INC
TECH.US_USD,71.044,0.452,0,0,0.01,0,0,unknown,1,0,TECHUSUSD,10,1,TECH.US,USD, US, STK_CASH, BIO-TECHNE CORP
EEFT.US_USD,101.85,0.79,0,0,0.01,0,0,unknown,1,0,EEFTUSUSD,10,1,EEFT.US,USD, US, STK_CASH, EURONET WORLDWIDE INC
PSTG.US_USD,62.419,0.192,0,0,0.01,0,0,unknown,1,0,PSTGUSUSD,10,1,PSTG.US,USD, US, STK_CASH, PURE STORAGE INC - CLASS A
PSM.DE_EUR,5.387,0.044,0,0,0.01,0,0,Europe/Berlin:09.00-17.30,1,0,PSMDEEUR,10,1,PSM.DE,EUR, DE, STK_CASH, ProSiebenSat.1 Media AG
FER.ES_EUR,40.505,0.071,0,0,0.01,0,0,Europe/Madrid:09.00-17.30,1,0,FERESEUR,10,1,FER.ES,EUR, ES, STK_CASH, Ferrovial SA
NG.GB_GBX,925.568,0.37,0,0,0.01,0,0,Europe/London:08.00-16.30,1,0,NGGBGBX,10,1,NG.GB,GBX, GB, STK_CASH, National Grid PLC
COP.US_USD,95.807,0.066,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,COPUSUSD,10,1,COP.US,USD, US, STK_CASH, CONOCOPHILLIPS
1918.HK_HKD,2.437,0.016,0,0,0.01,0,0,Asia/Hong_Kong:09.20-16.00,1,0,1918HKHKD,10,1,1918.HK,HKD, HK, STK_CASH, Sunac China Holdings Ltd
RI.FR_EUR,108.199,0.068,0,0,0.01,0,0,Europe/Paris:09.00-17.30,1,0,RIFREUR,10,1,RI.FR,EUR, FR, STK_CASH, Pernod-Ricard SA
TWLO.US_USD,104.963,0.684,0,0,0.01,0,0,unknown,1,0,TWLOUSUSD,10,1,TWLO.US,USD, US, STK_CASH, TWILIO INC - A
ZURN.CH_CHF,547.37,0.456,0,0,0.01,0,0,Europe/Zurich:09.00-17.30,1,0,ZURNCHCHF,10,1,ZURN.CH,CHF, CH, STK_CASH, Zurich Insurance Group AG
RF.US_USD,23.266,0.018,0,0,0.01,0,0,America/New_York:09.30-16.00,1,0,RFUSUSD,10,1,RF.US,USD, US, STK_CASH, REGIONS FINANCIAL CORP
